,Player,Team Name,Position,Year,Games Played,Games Started,Field Goals Made,Minutes,Free Throws,Points,Blocks,Blocked Attempts,Personal Fouls,Assists,Turnovers,Assists Turnover Ratio,Steals,Three Pointers,Two Pointers,Rebounds
1984,Lance Thomas,New York Knicks,F,2016,46,15,97,968.0,43,275,5,17,85,35,25,1.4,21,38,59,142
1985,Chasson Randle,New York Knicks,G,2016,18,0,28,225.0,29,95,1,7,28,28,16,1.75,6,10,18,27
1986,Ron Baker,New York Knicks,G,2016,52,13,82,857.0,28,215,8,16,74,107,56,1.91,34,23,59,98
1987,Kyle O'Quinn,New York Knicks,C-F,2016,79,8,215,1229.0,64,496,104,27,174,117,76,1.54,36,2,213,439
1988,Marshall Plumlee,New York Knicks,C,2016,21,1,16,170.0,8,40,4,5,23,10,12,0.83,4,0,16,51
1989,Brandon Jennings,New York Knicks,G,2016,58,11,163,1428.0,102,496,4,12,84,287,106,2.71,55,68,95,152
1990,Joakim Noah,New York Knicks,C,2016,46,46,99,1015.0,34,232,37,12,127,103,58,1.78,30,0,99,403
1991,Maurice N'dour ,New York Knicks,F,2016,32,4,39,331.0,19,98,8,11,30,8,12,0.67,15,1,38,64
1992,Willy Hernangomez,New York Knicks,C-F,2016,72,22,246,1324.0,91,587,36,35,150,96,100,0.96,41,4,242,502
1993,Courtney Lee,New York Knicks,G,2016,77,74,321,2459.0,85,835,24,21,141,179,69,2.59,81,108,213,259
1994,James Harden Jr.,Houston Rockets,G,2016,81,81,674,2947.0,746,2356,38,86,215,907,464,1.95,121,262,412,659
1995,Kyle Wiltjer,Houston Rockets,F,2016,14,0,4,44.0,1,13,1,0,4,2,5,0.4,3,4,0,10
